item_id,scale_pair,typicality,form,dim1,dim2,sentence,fc_gold,nli_hypothesis,nli_gold
summer-cc-inverse,summer,typical,cc-inverse,the summer's dryness,the sweetness of the apples,"The drier the summer, the more sour the apples grew.",decrease,"As the summer's dryness increases, the sweetness of the apples increases.",2
summer-ctrl-two,summer,typical,ctrl-two,the summer's dryness,the sweetness of the apples,The summer was dry. The apples were sweet.,undetermined,"As the summer's dryness increases, the sweetness of the apples increases.",1
summer-ctrl-single,summer,typical,ctrl-single,the summer's dryness,the sweetness of the apples,The summer was drier than the year before.,undetermined,"As the summer's dryness increases, the sweetness of the apples increases.",1
highway-cc-positive,highway,typical,cc-positive,the highway's width,the drivers' speed,"The wider the highway, the faster the drivers went.",increase,"As the highway's width increases, the drivers' speed increases.",0
highway-cc-inverse,highway,typical,cc-inverse,the highway's width,the drivers' speed,"The wider the highway, the slower the drivers went.",decrease,"As the highway's width increases, the drivers' speed increases.",2
highway-ctrl-two,highway,typical,ctrl-two,the highway's width,the drivers' speed,The highway was wide. The drivers went fast.,undetermined,"As the highway's width increases, the drivers' speed increases.",1
highway-ctrl-single,highway,typical,ctrl-single,the highway's width,the drivers' speed,The highway was wider than the old road.,undetermined,"As the highway's width increases, the drivers' speed increases.",1
gallery-cc-positive,gallery,typical,cc-positive,the gallery's dimness,the visitors' whispering,"The dimmer the gallery, the more the visitors whispered.",increase,"As the gallery's dimness increases, the visitors' whispering increases.",0
gallery-cc-inverse,gallery,typical,cc-inverse,the gallery's dimness,the visitors' whispering,"The dimmer the gallery, the less the visitors whispered.",decrease,"As the gallery's dimness increases, the visitors' whispering increases.",2
gallery-ctrl-two,gallery,typical,ctrl-two,the gallery's dimness,the visitors' whispering,The gallery was dim. The visitors whispered.,undetermined,"As the gallery's dimness increases, the visitors' whispering increases.",1
gallery-ctrl-single,gallery,typical,ctrl-single,the gallery's dimness,the visitors' whispering,The gallery was dimmer than the lobby.,undetermined,"As the gallery's dimness increases, the visitors' whispering increases.",1
startup-cc-positive,startup,typical,cc-positive,the startup's size,the investors' caution,"The bigger the startup, the more cautious the investors turned.",increase,"As the startup's size increases, the investors' caution increases.",0
startup-cc-inverse,startup,typical,cc-inverse,the startup's size,the investors' caution,"The bigger the startup, the less cautious the investors turned.",decrease,"As the startup's size increases, the investors' caution increases.",2
startup-ctrl-two,startup,typical,ctrl-two,the startup's size,the investors' caution,The startup was big. The investors were cautious.,undetermined,"As the startup's size increases, the investors' caution increases.",1
startup-ctrl-single,startup,typical,ctrl-single,the startup's size,the investors' caution,The startup was bigger than its rival.,undetermined,"As the startup's size increases, the investors' caution increases.",1
harbor-cc-positive,harbor,typical,cc-positive,the harbor's busyness,the price of fish,"The busier the harbor, the higher the price of fish climbed.",increase,"As the harbor's busyness increases, the price of fish increases.",0
harbor-cc-inverse,harbor,typical,cc-inverse,the harbor's busyness,the price of fish,"The busier the harbor, the lower the price of fish climbed.",decrease,"As the harbor's busyness increases, the price of fish increases.",2
harbor-ctrl-two,harbor,typical,ctrl-two,the harbor's busyness,the price of fish,The harbor was busy. The price of fish was high.,undetermined,"As the harbor's busyness increases, the price of fish increases.",1
harbor-ctrl-single,harbor,typical,ctrl-single,the harbor's busyness,the price of fish,The harbor was busier than in winter.,undetermined,"As the harbor's busyness increases, the price of fish increases.",1
clinic-cc-positive,clinic,typical,cc-positive,the waiting room's warmth,the patients' drowsiness,"The warmer the waiting room, the drowsier the patients felt.",increase,"As the waiting room's warmth increases, the patients' drowsiness increases.",0
clinic-cc-inverse,clinic,typical,cc-inverse,the waiting room's warmth,the patients' drowsiness,"The warmer the waiting room, the more alert the patients felt.",decrease,"As the waiting room's warmth increases, the patients' drowsiness increases.",2
clinic-ctrl-two,clinic,typical,ctrl-two,the waiting room's warmth,the patients' drowsiness,The waiting room was warm. The patients were drowsy.,undetermined,"As the waiting room's warmth increases, the patients' drowsiness increases.",1
clinic-ctrl-single,clinic,typical,ctrl-single,the waiting room's warmth,the patients' drowsiness,The waiting room was warmer than the hall.,undetermined,"As the waiting room's warmth increases, the patients' drowsiness increases.",1
vineyard-cc-positive,vineyard,typical,cc-positive,the vineyard slope's steepness,the pickers' wages,"The steeper the vineyard slope, the higher the pickers' wages rose.",increase,"As the vineyard slope's steepness increases, the pickers' wages increases.",0
vineyard-cc-inverse,vineyard,typical,cc-inverse,the vineyard slope's steepness,the pickers' wages,"The steeper the vineyard slope, the lower the pickers' wages rose.",decrease,"As the vineyard slope's steepness increases, the pickers' wages increases.",2
vineyard-ctrl-two,vineyard,typical,ctrl-two,the vineyard slope's steepness,the pickers' wages,The vineyard slope was steep. The pickers' wages were high.,undetermined,"As the vineyard slope's steepness increases, the pickers' wages increases.",1
vineyard-ctrl-single,vineyard,typical,ctrl-single,the vineyard slope's steepness,the pickers' wages,The vineyard slope was steeper than the orchard's.,undetermined,"As the vineyard slope's steepness increases, the pickers' wages increases.",1
pool-cc-positive,pool,typical,cc-positive,the pool's coldness,the swimmers' lap count,"The colder the pool, the more laps the swimmers did.",increase,"As the pool's coldness increases, the swimmers' lap count increases.",0
pool-cc-inverse,pool,typical,cc-inverse,the pool's coldness,the swimmers' lap count,"The colder the pool, the fewer laps the swimmers did.",decrease,"As the pool's coldness increases, the swimmers' lap count increases.",2
pool-ctrl-two,pool,typical,ctrl-two,the pool's coldness,the swimmers' lap count,The pool was cold. The swimmers did many laps.,undetermined,"As the pool's coldness increases, the swimmers' lap count increases.",1
pool-ctrl-single,pool,typical,ctrl-single,the pool's coldness,the swimmers' lap count,The pool was colder than the sea.,undetermined,"As the pool's coldness increases, the swimmers' lap count increases.",1
shelves-cc-positive,shelves,typical,cc-positive,the library shelves' height,the librarians' walking pace,"The taller the shelves, the faster the librarians walked.",increase,"As the library shelves' height increases, the librarians' walking pace increases.",0
shelves-cc-inverse,shelves,typical,cc-inverse,the library shelves' height,the librarians' walking pace,"The taller the shelves, the slower the librarians walked.",decrease,"As the library shelves' height increases, the librarians' walking pace increases.",2
shelves-ctrl-two,shelves,typical,ctrl-two,the library shelves' height,the librarians' walking pace,The shelves were tall. The librarians walked fast.,undetermined,"As the library shelves' height increases, the librarians' walking pace increases.",1
shelves-ctrl-single,shelves,typical,ctrl-single,the library shelves' height,the librarians' walking pace,The shelves were taller than the reading desks.,undetermined,"As the library shelves' height increases, the librarians' walking pace increases.",1
band-cc-positive,band,typical,cc-positive,the band's loudness,the size of the dancing crowd,"The louder the band, the larger the dancing crowd swelled.",increase,"As the band's loudness increases, the size of the dancing crowd increases.",0
band-cc-inverse,band,typical,cc-inverse,the band's loudness,the size of the dancing crowd,"The louder the band, the smaller the dancing crowd swelled.",decrease,"As the band's loudness increases, the size of the dancing crowd increases.",2
band-ctrl-two,band,typical,ctrl-two,the band's loudness,the size of the dancing crowd,The band was loud. The dancing crowd was large.,undetermined,"As the band's loudness increases, the size of the dancing crowd increases.",1
band-ctrl-single,band,typical,ctrl-single,the band's loudness,the size of the dancing crowd,The band was louder than the opening act.,undetermined,"As the band's loudness increases, the size of the dancing crowd increases.",1
field-cc-positive,field,typical,cc-positive,the field's flatness,the farmers' yield,"The flatter the field, the greater the farmers' yield became.",increase,"As the field's flatness increases, the farmers' yield increases.",0
field-cc-inverse,field,typical,cc-inverse,the field's flatness,the farmers' yield,"The flatter the field, the smaller the farmers' yield became.",decrease,"As the field's flatness increases, the farmers' yield increases.",2
field-ctrl-two,field,typical,ctrl-two,the field's flatness,the farmers' yield,The field was flat. The farmers' yield was great.,undetermined,"As the field's flatness increases, the farmers' yield increases.",1
field-ctrl-single,field,typical,ctrl-single,the field's flatness,the farmers' yield,The field was flatter than the hillside.,undetermined,"As the field's flatness increases, the farmers' yield increases.",1
brochure-cc-positive,brochure,typical,cc-positive,the brochure's glossiness,the buyers' trust,"The glossier the brochure, the more the buyers trusted it.",increase,"As the brochure's glossiness increases, the buyers' trust increases.",0
brochure-cc-inverse,brochure,typical,cc-inverse,the brochure's glossiness,the buyers' trust,"The glossier the brochure, the less the buyers trusted it.",decrease,"As the brochure's glossiness increases, the buyers' trust increases.",2
brochure-ctrl-two,brochure,typical,ctrl-two,the brochure's glossiness,the buyers' trust,The brochure was glossy. The buyers trusted it.,undetermined,"As the brochure's glossiness increases, the buyers' trust increases.",1
brochure-ctrl-single,brochure,typical,ctrl-single,the brochure's glossiness,the buyers' trust,The brochure was glossier than the flyer.,undetermined,"As the brochure's glossiness increases, the buyers' trust increases.",1
theater-cc-positive,theater,typical,cc-positive,the theater's darkness,the audience's restlessness,"The darker the theater, the more restless the audience grew.",increase,"As the theater's darkness increases, the audience's restlessness increases.",0
theater-cc-inverse,theater,typical,cc-inverse,the theater's darkness,the audience's restlessness,"The darker the theater, the calmer the audience grew.",decrease,"As the theater's darkness increases, the audience's restlessness increases.",2
theater-ctrl-two,theater,typical,ctrl-two,the theater's darkness,the audience's restlessness,The theater was dark. The audience was restless.,undetermined,"As the theater's darkness increases, the audience's restlessness increases.",1
theater-ctrl-single,theater,typical,ctrl-single,the theater's darkness,the audience's restlessness,The theater was darker than the foyer.,undetermined,"As the theater's darkness increases, the audience's restlessness increases.",1
curry-cc-positive,curry,typical,cc-positive,the curry's spiciness,the diners' talkativeness,"The spicier the curry, the more talkative the diners became.",increase,"As the curry's spiciness increases, the diners' talkativeness increases.",0
curry-cc-inverse,curry,typical,cc-inverse,the curry's spiciness,the diners' talkativeness,"The spicier the curry, the quieter the diners became.",decrease,"As the curry's spiciness increases, the diners' talkativeness increases.",2
curry-ctrl-two,curry,typical,ctrl-two,the curry's spiciness,the diners' talkativeness,The curry was spicy. The diners were talkative.,undetermined,"As the curry's spiciness increases, the diners' talkativeness increases.",1
curry-ctrl-single,curry,typical,ctrl-single,the curry's spiciness,the diners' talkativeness,The curry was spicier than the starter.,undetermined,"As the curry's spiciness increases, the diners' talkativeness increases.",1
syllabus-cc-positive,syllabus,typical,cc-positive,the syllabus's length,the students' enthusiasm,"The longer the syllabus, the more enthusiastic the students seemed.",increase,"As the syllabus's length increases, the students' enthusiasm increases.",0
syllabus-cc-inverse,syllabus,typical,cc-inverse,the syllabus's length,the students' enthusiasm,"The longer the syllabus, the less enthusiastic the students seemed.",decrease,"As the syllabus's length increases, the students' enthusiasm increases.",2
syllabus-ctrl-two,syllabus,typical,ctrl-two,the syllabus's length,the students' enthusiasm,The syllabus was long. The students were enthusiastic.,undetermined,"As the syllabus's length increases, the students' enthusiasm increases.",1
syllabus-ctrl-single,syllabus,typical,ctrl-single,the syllabus's length,the students' enthusiasm,The syllabus was longer than last term's.,undetermined,"As the syllabus's length increases, the students' enthusiasm increases.",1
current-cc-positive,current,typical,cc-positive,the current's speed,the anglers' frustration,"The faster the current, the more frustrated the anglers got.",increase,"As the current's speed increases, the anglers' frustration increases.",0
current-cc-inverse,current,typical,cc-inverse,the current's speed,the anglers' frustration,"The faster the current, the less frustrated the anglers got.",decrease,"As the current's speed increases, the anglers' frustration increases.",2
current-ctrl-two,current,typical,ctrl-two,the current's speed,the anglers' frustration,The current was fast. The anglers were frustrated.,undetermined,"As the current's speed increases, the anglers' frustration increases.",1
current-ctrl-single,current,typical,ctrl-single,the current's speed,the anglers' frustration,The current was faster than at dawn.,undetermined,"As the current's speed increases, the anglers' frustration increases.",1
kitchen-cc-positive,kitchen,typical,cc-positive,the kitchen's tidiness,the cooks' chatter,"The tidier the kitchen, the more the cooks chattered.",increase,"As the kitchen's tidiness increases, the cooks' chatter increases.",0
kitchen-cc-inverse,kitchen,typical,cc-inverse,the kitchen's tidiness,the cooks' chatter,"The tidier the kitchen, the less the cooks chattered.",decrease,"As the kitchen's tidiness increases, the cooks' chatter increases.",2
kitchen-ctrl-two,kitchen,typical,ctrl-two,the kitchen's tidiness,the cooks' chatter,The kitchen was tidy. The cooks chattered.,undetermined,"As the kitchen's tidiness increases, the cooks' chatter increases.",1
kitchen-ctrl-single,kitchen,typical,ctrl-single,the kitchen's tidiness,the cooks' chatter,The kitchen was tidier than the pantry.,undetermined,"As the kitchen's tidiness increases, the cooks' chatter increases.",1
footpath-cc-positive,footpath,typical,cc-positive,the footpath's narrowness,the hikers' spacing,"The narrower the footpath, the wider the hikers spaced themselves.",increase,"As the footpath's narrowness increases, the hikers' spacing increases.",0
footpath-cc-inverse,footpath,typical,cc-inverse,the footpath's narrowness,the hikers' spacing,"The narrower the footpath, the closer the hikers spaced themselves.",decrease,"As the footpath's narrowness increases, the hikers' spacing increases.",2
footpath-ctrl-two,footpath,typical,ctrl-two,the footpath's narrowness,the hikers' spacing,The footpath was narrow. The hikers spaced themselves widely.,undetermined,"As the footpath's narrowness increases, the hikers' spacing increases.",1
footpath-ctrl-single,footpath,typical,ctrl-single,the footpath's narrowness,the hikers' spacing,The footpath was narrower than the fire road.,undetermined,"As the footpath's narrowness increases, the hikers' spacing increases.",1
auction-cc-positive,auction,typical,cc-positive,the auction room's brightness,the collectors' lingering,"The brighter the auction room, the longer the collectors lingered.",increase,"As the auction room's brightness increases, the collectors' lingering increases.",0
auction-cc-inverse,auction,typical,cc-inverse,the auction room's brightness,the collectors' lingering,"The brighter the auction room, the less the collectors lingered.",decrease,"As the auction room's brightness increases, the collectors' lingering increases.",2
auction-ctrl-two,auction,typical,ctrl-two,the auction room's brightness,the collectors' lingering,The auction room was bright. The collectors lingered.,undetermined,"As the auction room's brightness increases, the collectors' lingering increases.",1
auction-ctrl-single,auction,typical,ctrl-single,the auction room's brightness,the collectors' lingering,The auction room was brighter than the vault.,undetermined,"As the auction room's brightness increases, the collectors' lingering increases.",1
soil-cc-positive,soil,typical,cc-positive,the soil's sandiness,the gardener's watering,"The sandier the soil, the more the gardener watered.",increase,"As the soil's sandiness increases, the gardener's watering increases.",0
soil-cc-inverse,soil,typical,cc-inverse,the soil's sandiness,the gardener's watering,"The sandier the soil, the less the gardener watered.",decrease,"As the soil's sandiness increases, the gardener's watering increases.",2
soil-ctrl-two,soil,typical,ctrl-two,the soil's sandiness,the gardener's watering,The soil was sandy. The gardener watered often.,undetermined,"As the soil's sandiness increases, the gardener's watering increases.",1
soil-ctrl-single,soil,typical,ctrl-single,the soil's sandiness,the gardener's watering,The soil was sandier than the loam bed.,undetermined,"As the soil's sandiness increases, the gardener's watering increases.",1
venue-cc-positive,venue,typical,cc-positive,the venue's size,the fans' rowdiness,"The larger the venue, the rowdier the fans got.",increase,"As the venue's size increases, the fans' rowdiness increases.",0
venue-cc-inverse,venue,typical,cc-inverse,the venue's size,the fans' rowdiness,"The larger the venue, the tamer the fans got.",decrease,"As the venue's size increases, the fans' rowdiness increases.",2
venue-ctrl-two,venue,typical,ctrl-two,the venue's size,the fans' rowdiness,The venue was large. The fans were rowdy.,undetermined,"As the venue's size increases, the fans' rowdiness increases.",1
venue-ctrl-single,venue,typical,ctrl-single,the venue's size,the fans' rowdiness,The venue was larger than the club.,undetermined,"As the venue's size increases, the fans' rowdiness increases.",1
teacup-cc-positive,teacup,atypical,cc-positive,the teacup's roundness,the length of the traffic jam,"The rounder the teacup, the longer the traffic jam stretched.",increase,"As the teacup's roundness increases, the length of the traffic jam increases.",0
teacup-cc-inverse,teacup,atypical,cc-inverse,the teacup's roundness,the length of the traffic jam,"The rounder the teacup, the shorter the traffic jam stretched.",decrease,"As the teacup's roundness increases, the length of the traffic jam increases.",2
teacup-ctrl-two,teacup,atypical,ctrl-two,the teacup's roundness,the length of the traffic jam,The teacup was round. The traffic jam was long.,undetermined,"As the teacup's roundness increases, the length of the traffic jam increases.",1
teacup-ctrl-single,teacup,atypical,ctrl-single,the teacup's roundness,the length of the traffic jam,The teacup was rounder than the mug.,undetermined,"As the teacup's roundness increases, the length of the traffic jam increases.",1
carpet-cc-positive,carpet,atypical,cc-positive,the carpet's redness,the speed of the elevator,"The redder the carpet, the faster the elevator rose.",increase,"As the carpet's redness increases, the speed of the elevator increases.",0
carpet-cc-inverse,carpet,atypical,cc-inverse,the carpet's redness,the speed of the elevator,"The redder the carpet, the slower the elevator rose.",decrease,"As the carpet's redness increases, the speed of the elevator increases.",2
carpet-ctrl-two,carpet,atypical,ctrl-two,the carpet's redness,the speed of the elevator,The carpet was red. The elevator rose fast.,undetermined,"As the carpet's redness increases, the speed of the elevator increases.",1
carpet-ctrl-single,carpet,atypical,ctrl-single,the carpet's redness,the speed of the elevator,The carpet was redder than the drapes.,undetermined,"As the carpet's redness increases, the speed of the elevator increases.",1
pancake-cc-positive,pancake,atypical,cc-positive,the pancake's fluffiness,the height of the mountain,"The fluffier the pancake, the taller the mountain loomed.",increase,"As the pancake's fluffiness increases, the height of the mountain increases.",0
pancake-cc-inverse,pancake,atypical,cc-inverse,the pancake's fluffiness,the height of the mountain,"The fluffier the pancake, the shorter the mountain loomed.",decrease,"As the pancake's fluffiness increases, the height of the mountain increases.",2
pancake-ctrl-two,pancake,atypical,ctrl-two,the pancake's fluffiness,the height of the mountain,The pancake was fluffy. The mountain loomed tall.,undetermined,"As the pancake's fluffiness increases, the height of the mountain increases.",1
pancake-ctrl-single,pancake,atypical,ctrl-single,the pancake's fluffiness,the height of the mountain,The pancake was fluffier than the waffle.,undetermined,"As the pancake's fluffiness increases, the height of the mountain increases.",1
stapler-cc-positive,stapler,atypical,cc-positive,the stapler's heaviness,the brightness of the sunset,"The heavier the stapler, the brighter the sunset burned.",increase,"As the stapler's heaviness increases, the brightness of the sunset increases.",0
stapler-cc-inverse,stapler,atypical,cc-inverse,the stapler's heaviness,the brightness of the sunset,"The heavier the stapler, the dimmer the sunset burned.",decrease,"As the stapler's heaviness increases, the brightness of the sunset increases.",2
stapler-ctrl-two,stapler,atypical,ctrl-two,the stapler's heaviness,the brightness of the sunset,The stapler was heavy. The sunset burned bright.,undetermined,"As the stapler's heaviness increases, the brightness of the sunset increases.",1
stapler-ctrl-single,stapler,atypical,ctrl-single,the stapler's heaviness,the brightness of the sunset,The stapler was heavier than the tape dispenser.,undetermined,"As the stapler's heaviness increases, the brightness of the sunset increases.",1
sock-cc-positive,sock,atypical,cc-positive,the sock's stripiness,the loudness of the thunder,"The stripier the sock, the louder the thunder cracked.",increase,"As the sock's stripiness increases, the loudness of the thunder increases.",0
sock-cc-inverse,sock,atypical,cc-inverse,the sock's stripiness,the loudness of the thunder,"The stripier the sock, the quieter the thunder cracked.",decrease,"As the sock's stripiness increases, the loudness of the thunder increases.",2
sock-ctrl-two,sock,atypical,ctrl-two,the sock's stripiness,the loudness of the thunder,The sock was stripy. The thunder cracked loud.,undetermined,"As the sock's stripiness increases, the loudness of the thunder increases.",1
sock-ctrl-single,sock,atypical,ctrl-single,the sock's stripiness,the loudness of the thunder,The sock was stripier than the glove.,undetermined,"As the sock's stripiness increases, the loudness of the thunder increases.",1
lampshade-cc-positive,lampshade,atypical,cc-positive,the lampshade's width,the sourness of the yogurt,"The wider the lampshade, the sourer the yogurt tasted.",increase,"As the lampshade's width increases, the sourness of the yogurt increases.",0
lampshade-cc-inverse,lampshade,atypical,cc-inverse,the lampshade's width,the sourness of the yogurt,"The wider the lampshade, the sweeter the yogurt tasted.",decrease,"As the lampshade's width increases, the sourness of the yogurt increases.",2
lampshade-ctrl-two,lampshade,atypical,ctrl-two,the lampshade's width,the sourness of the yogurt,The lampshade was wide. The yogurt tasted sour.,undetermined,"As the lampshade's width increases, the sourness of the yogurt increases.",1
lampshade-ctrl-single,lampshade,atypical,ctrl-single,the lampshade's width,the sourness of the yogurt,The lampshade was wider than the base.,undetermined,"As the lampshade's width increases, the sourness of the yogurt increases.",1
keyboard-cc-positive,keyboard,atypical,cc-positive,the keyboard's dustiness,the size of the harvest,"The dustier the keyboard, the bigger the harvest came in.",increase,"As the keyboard's dustiness increases, the size of the harvest increases.",0
keyboard-cc-inverse,keyboard,atypical,cc-inverse,the keyboard's dustiness,the size of the harvest,"The dustier the keyboard, the smaller the harvest came in.",decrease,"As the keyboard's dustiness increases, the size of the harvest increases.",2
keyboard-ctrl-two,keyboard,atypical,ctrl-two,the keyboard's dustiness,the size of the harvest,The keyboard was dusty. The harvest came in big.,undetermined,"As the keyboard's dustiness increases, the size of the harvest increases.",1
keyboard-ctrl-single,keyboard,atypical,ctrl-single,the keyboard's dustiness,the size of the harvest,The keyboard was dustier than the monitor.,undetermined,"As the keyboard's dustiness increases, the size of the harvest increases.",1
balloon-cc-positive,balloon,atypical,cc-positive,the balloon's shininess,the depth of the well,"The shinier the balloon, the deeper the well ran.",increase,"As the balloon's shininess increases, the depth of the well increases.",0
balloon-cc-inverse,balloon,atypical,cc-inverse,the balloon's shininess,the depth of the well,"The shinier the balloon, the shallower the well ran.",decrease,"As the balloon's shininess increases, the depth of the well increases.",2
balloon-ctrl-two,balloon,atypical,ctrl-two,the balloon's shininess,the depth of the well,The balloon was shiny. The well ran deep.,undetermined,"As the balloon's shininess increases, the depth of the well increases.",1
balloon-ctrl-single,balloon,atypical,ctrl-single,the balloon's shininess,the depth of the well,The balloon was shinier than the ribbon.,undetermined,"As the balloon's shininess increases, the depth of the well increases.",1
envelope-cc-positive,envelope,atypical,cc-positive,the envelope's crumpledness,the speed of the train,"The more crumpled the envelope, the faster the train ran.",increase,"As the envelope's crumpledness increases, the speed of the train increases.",0
envelope-cc-inverse,envelope,atypical,cc-inverse,the envelope's crumpledness,the speed of the train,"The more crumpled the envelope, the slower the train ran.",decrease,"As the envelope's crumpledness increases, the speed of the train increases.",2
envelope-ctrl-two,envelope,atypical,ctrl-two,the envelope's crumpledness,the speed of the train,The envelope was crumpled. The train ran fast.,undetermined,"As the envelope's crumpledness increases, the speed of the train increases.",1
envelope-ctrl-single,envelope,atypical,ctrl-single,the envelope's crumpledness,the speed of the train,The envelope was more crumpled than the parcel.,undetermined,"As the envelope's crumpledness increases, the speed of the train increases.",1
pinecone-cc-positive,pinecone,atypical,cc-positive,the pinecone's stickiness,the price of the haircut,"The stickier the pinecone, the pricier the haircut became.",increase,"As the pinecone's stickiness increases, the price of the haircut increases.",0
pinecone-cc-inverse,pinecone,atypical,cc-inverse,the pinecone's stickiness,the price of the haircut,"The stickier the pinecone, the cheaper the haircut became.",decrease,"As the pinecone's stickiness increases, the price of the haircut increases.",2
pinecone-ctrl-two,pinecone,atypical,ctrl-two,the pinecone's stickiness,the price of the haircut,The pinecone was sticky. The haircut was pricey.,undetermined,"As the pinecone's stickiness increases, the price of the haircut increases.",1
pinecone-ctrl-single,pinecone,atypical,ctrl-single,the pinecone's stickiness,the price of the haircut,The pinecone was stickier than the acorn.,undetermined,"As the pinecone's stickiness increases, the price of the haircut increases.",1
