item_id,lemma,pos,period,id1,id2,human_median,human_mean,human_n,human_spread,overlap_jaccard,overlap_tokenf1
lx-1-031,pick_vb,vvd_vvn_jj@,1,fic_1842_7206.txt-360-64,fic_1858_1282.txt-2609-29,1.0,1.0,2,0.0,0.0,0.0
lx-1-032,plane_nn,nn1,2,fic_1983_780037.txt-4143-3,nf_1976_774315.txt-1168-2,1.0,1.0,2,0.0,0.0,0.0
lx-1-033,plane_nn,nn1,1,nf_1827_748059.txt-314-33,nf_1830_747561.txt-368-11,1.0,1.0,2,0.0,0.0,0.0
lx-1-034,prop_nn,nn2_vvz%,2,fic_1993_1040092.txt-4839-8,news_2000_627632.txt-352-3,1.0,1.0,2,0.0,0.0,0.0
lx-1-035,prop_nn,nn1_vv0,2,mag_1966_431717.txt-111-8,mag_1970_251882.txt-11-14,1.0,1.0,2,0.0,0.037,0.0714
lx-1-036,prop_nn,nn1,2,mag_1981_295237.txt-21-11,mag_1992_423112.txt-49-15,1.0,1.667,3,2.0,0.0,0.0
lx-1-037,prop_nn,nn2,2,mag_2005_418336.txt-5-25,nf_1998_773655.txt-1107-18,1.0,1.0,2,0.0,0.0,0.0
lx-1-038,rag_nn,nn1,2,fic_2000_38437.txt-118-14,nf_1978_773805.txt-368-12,1.0,1.0,2,0.0,0.0,0.0
lx-1-039,rag_nn,nn1,2,fic_2002_14169.txt-131-104,nf_1978_773805.txt-368-12,1.0,1.0,2,0.0,0.0,0.0
lx-1-040,record_nn,nn1,2,mag_1977_287660.txt-20-8,mag_2002_421280.txt-35-1,1.0,1.0,2,0.0,0.0227,0.0444
lx-1-041,stab_nn,nn2_vvz,2,fic_1989_780082.txt-1559-10,mag_1974_283983.txt-5-10,1.0,1.333,3,1.0,0.0,0.0
lx-1-042,stab_nn,nn1,2,fic_1994_54062.txt-398-18,news_1965_724779.txt-9-11,1.0,1.0,2,0.0,0.0,0.0
lx-1-043,tip_vb,vvi,1,fic_1838_7250.txt-1616-53,fic_1843_7039.txt-2779-6,1.0,1.0,2,0.0,0.0,0.0
lx-1-044,tip_vb,vv0,1,fic_1851_746.txt-4461-8,nf_1851_747930.txt-3721-17,1.0,1.0,2,0.0,0.0,0.0
lx-1-045,tip_vb,vvd,2,fic_1968_10505.txt-7472-6,mag_2003_414436.txt-106-25,1.0,1.0,2,0.0,0.0,0.0
lx-1-046,tip_vb,vvg,2,fic_1977_782017.txt-496-7,mag_1982_325204.txt-14-26,1.0,1.0,2,0.0,0.0,0.0
lx-1-047,twist_nn,nn1,1,fic_1837_7395.txt-1611-50,fic_1840_7164.txt-2774-22,1.0,1.333,3,1.0,0.0,0.0
lx-1-048,twist_nn,nn1,1,fic_1839_7336.txt-2798-11,fic_1859_9220.txt-4102-44,1.0,2.0,3,3.0,0.0,0.0
lx-1-049,twist_nn,nn1,2,fic_2009_36961.txt-181-4,nf_1964_773457.txt-769-16,1.0,1.0,2,0.0,0.0357,0.069
lx-2-050,bar_nn,nn2,1,fic_1852_9832.txt-5278-50,nf_1841_747644.txt-1703-81,1.5,1.5,2,1.0,0.0,0.0
lx-2-051,bit_nn,nn1,2,fic_2000_29253.txt-333-7,fic_2009_36750.txt-54-11,1.5,1.5,2,1.0,0.0,0.0
lx-2-052,circle_vb,vvg_jj@,1,fic_1831_8376.txt-519-19,mag_1823_553451.txt-373-54,1.5,1.5,2,1.0,0.0303,0.0588
lx-2-053,grain_nn,nn2,2,fic_1971_10541.txt-1-2,nf_1961_774087.txt-151-21,1.5,1.5,2,1.0,0.0,0.0
lx-2-054,grain_nn,nn2,2,mag_1972_251389.txt-5-41,mag_1986_492576.txt-160-3,1.5,1.5,2,1.0,0.0,0.0
lx-2-055,heel_nn,nn2,1,fic_1839_7296.txt-3852-25,fic_1849_7333.txt-787-43,1.5,1.5,2,1.0,0.0323,0.0625
lx-2-056,part_nn,nn2,2,fic_2004_49116.txt-54-7,nf_1983_774351.txt-763-6,1.5,1.5,2,1.0,0.0,0.0
lx-2-057,pick_vb,vvn,1,fic_1835_7134.txt-2852-3,nf_1851_771607.txt-895-20,1.5,1.5,2,1.0,0.0,0.0
lx-2-058,pick_vb,vvn,2,fic_1962_10416.txt-901-13,fic_1999_44827.txt-1943-2,1.5,1.5,2,1.0,0.0,0.0
lx-2-059,rag_nn,nn2,1,fic_1849_7192.txt-6161-4,mag_1839_586418.txt-113-40,1.5,1.5,2,1.0,0.0,0.0
lx-2-060,tip_vb,vvd_vvn,2,fic_1993_1040058.txt-31-15,fic_2005_31629.txt-188-12,1.5,1.5,2,1.0,0.0,0.0
lx-2-061,tip_vb,vv0,2,mag_1972_103837.txt-54-13,mag_2005_380198.txt-2-51,1.5,1.5,2,1.0,0.0,0.0
lx-2-062,tip_vb,vvz_nn2,2,mag_1998_401608.txt-13-26,mag_1999_408516.txt-13-12,1.5,1.5,2,1.0,0.0,0.0
lx-2-063,twist_nn,nn1,1,fic_1823_7249.txt-3606-8,fic_1840_7164.txt-2774-22,1.5,1.5,2,1.0,0.0,0.0
lx-2-064,twist_nn,nn1,2,fic_1966_10473.txt-1675-18,fic_1995_39237.txt-68-4,1.5,1.5,2,1.0,0.0,0.0
lx-2-065,bar_nn,nn1,1,fic_1847_7094.txt-3878-12,mag_1827_553787.txt-80-1,2.0,2.0,2,0.0,0.0,0.0
lx-2-066,bar_nn,nn1_vv0@,1,fic_1860_7915.txt-320-87,nf_1834_747938.txt-891-26,2.0,2.0,2,2.0,0.0,0.0
lx-2-067,bit_nn,nn1,1,fic_1853_9069.txt-508-4,fic_1857_9075.txt-1339-30,2.0,2.0,2,0.0,0.0,0.0
lx-2-068,chef_nn,nn1,1,fic_1840_7057.txt-1784-63,fic_1846_544.txt-2808-20,2.0,2.0,2,2.0,0.0,0.0
lx-2-069,edge_nn,nn1,2,fic_1966_10477.txt-5230-21,fic_1995_53078.txt-343-9,2.0,2.0,2,0.0,0.0,0.0
lx-2-070,edge_nn,nn1,1,nf_1836_748113.txt-1250-63,nf_1847_754437.txt-3006-26,2.0,2.0,2,2.0,0.027,0.0526
lx-2-071,grain_nn,nn1,1,fic_1853_9040.txt-415-9,fic_1860_1818.txt-109-5,2.0,2.0,4,2.0,0.0,0.0
lx-2-072,grain_nn,nn1,2,mag_1981_480279.txt-65-13,nf_1961_774087.txt-480-4,2.0,2.0,2,2.0,0.0,0.0
lx-2-073,head_nn,nn1,2,fic_1962_10427.txt-1046-8,fic_1977_14004.txt-1776-8,2.0,2.0,2,0.0,0.0,0.0
lx-2-074,heel_nn,nn2,2,fic_1973_10568.txt-1121-16,fic_1975_10595.txt-11281-7,2.0,2.0,2,0.0,0.0,0.0
lx-2-075,ounce_nn,nnu2,2,mag_2005_422919.txt-46-25,mag_2006_398384.txt-317-21,2.0,2.333,3,1.0,0.0185,0.0364
lx-2-076,part_nn,nn1,2,fic_1966_10474.txt-9144-22,fic_2006_27852.txt-301-18,2.0,1.667,3,1.0,0.0,0.0
lx-2-077,part_nn,nn1,1,nf_1837_747786.txt-1037-2,nf_1838_747585.txt-691-3,2.0,2.0,2,0.0,0.0,0.0
lx-2-078,pick_vb,vvi,2,fic_1961_4455.txt-4931-15,mag_1999_397834.txt-167-25,2.0,2.667,3,2.0,0.0,0.0
lx-2-079,pick_vb,vvd,2,fic_2007_52034.txt-55-1,news_2004_617214.txt-105-25,2.0,2.0,2,0.0,0.0,0.0
lx-2-080,pin_vb,vvn,2,fic_1999_30887.txt-153-10,mag_1968_478849.txt-47-13,2.0,2.0,4,2.0,0.0,0.0
lx-2-081,player_nn,nn2,2,mag_1976_491744.txt-194-5,mag_1997_389166.txt-31-27,2.0,2.0,2,0.0,0.0,0.0
lx-2-082,stab_nn,nn1,2,fic_1962_10417.txt-5402-13,fic_1986_10741.txt-4153-6,2.0,2.0,3,0.0,0.0,0.0
lx-2-083,stab_nn,nn1,2,fic_1964_10449.txt-1666-11,fic_1980_10659.txt-7615-40,2.0,2.333,3,1.0,0.0,0.0
lx-2-084,stab_nn,nn1,2,fic_1978_10636.txt-7924-6,mag_1974_283983.txt-5-10,2.0,2.0,2,0.0,0.0,0.0
lx-2-085,stab_nn,nn1,2,fic_1995_39423.txt-435-53,news_2006_636147.txt-23-5,2.0,2.0,2,0.0,0.0,0.0
lx-2-086,stroke_vb,vvz_nn2,1,fic_1860_9072.txt-1823-30,mag_1856_522858.txt-209-22,2.0,2.0,2,0.0,0.0,0.0
lx-2-087,tip_vb,vvg,1,fic_1839_7336.txt-2484-29,mag_1837_554498.txt-233-5,2.0,2.0,3,2.0,0.0,0.0
lx-2-088,twist_nn,nn1,1,fic_1855_604.txt-2914-22,nf_1844_747892.txt-594-17,2.0,2.0,2,2.0,0.0,0.0
lx-2-089,twist_nn,nn1,2,fic_2009_36961.txt-181-4,mag_1992_346934.txt-21-14,2.0,2.0,2,0.0,0.0,0.0
lx-2-090,bag_nn,nn1,1,fic_1835_7172.txt-9258-4,fic_1852_2364.txt-2320-13,2.5,2.5,2,3.0,0.0,0.0
lx-2-091,ball_nn,nn1,1,fic_1840_7292.txt-1417-20,fic_1851_746.txt-5431-59,2.5,2.5,2,1.0,0.0222,0.0435
lx-2-092,bar_nn,nn1,1,fic_1833_7058.txt-473-28,nf_1834_747938.txt-891-26,2.5,2.5,2,1.0,0.0,0.0
lx-2-093,bit_nn,nn1,1,fic_1840_7292.txt-1919-10,fic_1853_9069.txt-508-4,2.5,2.5,2,1.0,0.0,0.0
lx-2-094,edge_nn,nn1,2,mag_1979_480129.txt-32-13,news_1966_726006.txt-25-15,2.5,2.5,2,1.0,0.0,0.0
lx-2-095,gas_nn,nn1,2,fic_1992_40319.txt-74-22,mag_2006_398616.txt-247-5,2.5,2.5,2,1.0,0.0,0.0
lx-2-096,heel_nn,nn2,2,fic_1973_10568.txt-1121-16,news_1968_727533.txt-17-4,2.5,2.5,2,1.0,0.0625,0.1176
lx-2-097,heel_nn,nn2,2,fic_2005_31871.txt-3-7,nf_1965_773954.txt-883-23,2.5,2.5,2,1.0,0.0323,0.0625
lx-2-098,part_nn,nn1,1,mag_1816_552728.txt-39-6,mag_1848_524975.txt-590-21,2.5,2.5,2,1.0,0.0,0.0
lx-2-099,rag_nn,nn2,2,fic_1985_10729.txt-4955-18,fic_2000_38437.txt-118-14,2.5,2.5,2,1.0,0.0,0.0
lx-3-100,attack_nn,nn1,1,fic_1845_622.txt-11178-62,mag_1828_553929.txt-364-34,3.0,2.667,3,1.0,0.0,0.0
lx-3-101,attack_nn,nn1,1,fic_1854_9193.txt-8301-13,mag_1822_553405.txt-347-16,3.0,3.0,2,2.0,0.0,0.0
lx-3-102,attack_nn,nn1,1,fic_1857_9075.txt-4573-21,mag_1828_553929.txt-364-34,3.0,3.0,2,0.0,0.0,0.0
lx-3-103,attack_nn,nn2,2,mag_2002_398773.txt-149-9,news_1991_612479.txt-40-20,3.0,3.333,3,1.0,0.0,0.0
lx-3-104,bar_nn,nn1,1,fic_1856_1562.txt-1235-42,mag_1850_589456.txt-285-8,3.0,3.0,2,0.0,0.0,0.0
lx-3-105,bar_nn,nn1,2,fic_2000_52518.txt-317-5,mag_2007_390968.txt-43-4,3.0,3.0,2,0.0,0.0,0.0
lx-3-106,bar_nn,nn1,2,fic_2002_47139.txt-175-11,mag_1978_490798.txt-68-16,3.0,2.333,3,2.0,0.0,0.0
lx-3-107,bar_nn,nn1,2,mag_2007_390968.txt-43-4,mag_2007_391441.txt-3-8,3.0,3.0,2,2.0,0.0,0.0
lx-3-108,bit_nn,nn1,2,fic_1975_10601.txt-872-29,mag_1990_420108.txt-9-10,3.0,3.0,3,2.0,0.0,0.0
lx-3-109,circle_vb,vv0@,1,fic_1839_8627.txt-1994-11,fic_1843_7039.txt-2109-16,3.0,3.0,2,0.0,0.0,0.0
lx-3-110,contemplation_nn,nn1,1,fic_1826_314.txt-701-4,mag_1833_554215.txt-115-34,3.0,3.0,2,0.0,0.0,0.0
lx-3-111,contemplation_nn,nn1,1,fic_1842_7289.txt-825-13,fic_1856_5515.txt-3055-7,3.0,3.333,3,1.0,0.0,0.0
lx-3-112,contemplation_nn,nn1,2,mag_1979_487922.txt-97-0,mag_2003_386521.txt-58-1,3.0,3.0,3,2.0,0.0,0.0
lx-3-113,fiction_nn,nn2,1,fic_1835_1103.txt-83-31,fic_1845_7183.txt-4153-10,3.0,3.0,2,0.0,0.0,0.0
lx-3-114,gas_nn,nn2,2,mag_1992_395995.txt-193-16,news_2005_608686.txt-4-27,3.0,3.0,2,0.0,0.0,0.0
lx-3-115,gas_nn,nn1,1,nf_1843_752682.txt-186-4,nf_1853_747976.txt-2095-28,3.0,3.0,2,0.0,0.0,0.0
lx-3-116,grain_nn,nn1,1,fic_1855_9053.txt-7324-13,nf_1839_747507.txt-486-28,3.0,3.0,2,0.0,0.0,0.0
lx-3-117,grain_nn,nn1,1,mag_1838_554612.txt-2-20,nf_1832_771858.txt-179-12,3.0,3.0,2,2.0,0.0,0.0
lx-3-118,heel_nn,nn2,1,fic_1820_7562.txt-525-2,fic_1824_7278.txt-1568-20,3.0,2.333,3,2.0,0.0,0.0
lx-3-119,heel_nn,nn1,1,fic_1835_5605.txt-2350-13,fic_1835_7339.txt-1086-45,3.0,3.0,2,2.0,0.0,0.0
lx-3-120,heel_nn,nn2,2,fic_1974_10590.txt-1512-5,fic_1976_10612.txt-3153-12,3.0,3.0,2,0.0,0.0,0.0
lx-3-121,heel_nn,nn2,2,fic_1992_40270.txt-88-18,fic_2009_36395.txt-19-14,3.0,3.0,2,0.0,0.0,0.0
lx-3-122,lane_nn,nn2,2,fic_2002_32197.txt-498-8,mag_2000_413712.txt-35-46,3.0,3.333,3,1.0,0.0,0.0
lx-3-123,multitude_nn,nn2,2,fic_2009_36988.txt-106-8,mag_1992_396526.txt-82-7,3.0,3.0,3,2.0,0.0,0.0
lx-3-124,multitude_nn,nn2,1,mag_1845_522589.txt-261-70,nf_1842_747853.txt-636-5,3.0,3.0,2,0.0,0.0,0.0
lx-3-125,ounce_nn,nnu1,2,mag_1996_65462.txt-65-39,nf_1995_773497.txt-168-33,3.0,2.333,3,2.0,0.0,0.0
lx-3-126,part_nn,nn2,1,fic_1834_7323.txt-3011-79,nf_1837_747786.txt-1037-2,3.0,3.0,2,2.0,0.0,0.0
lx-3-127,part_nn,nn1,2,fic_1978_10633.txt-623-5,mag_1986_432265.txt-181-14,3.0,3.0,2,0.0,0.0,0.0
lx-3-128,part_nn,nn2,2,fic_2007_33510.txt-2-32,news_2006_636184.txt-14-2,3.0,3.0,3,2.0,0.0,0.0
lx-3-129,part_nn,nn2,1,mag_1829_553996.txt-397-44,mag_1853_566256.txt-527-12,3.0,3.0,2,0.0,0.0217,0.0426
lx-3-130,pick_vb,vvi,1,fic_1833_7321.txt-153-38,nf_1832_747503.txt-183-39,3.0,3.0,2,0.0,0.0179,0.0351
lx-3-131,pick_vb,vvg,1,fic_1848_7154.txt-773-11,fic_1859_270.txt-3834-16,3.0,3.0,2,0.0,0.0,0.0
lx-3-132,pin_vb,vvn,1,fic_1834_7012.txt-2400-67,fic_1840_8909.txt-1935-12,3.0,3.0,3,2.0,0.0,0.0
lx-3-133,pin_vb,vv0@,2,fic_1960_10400.txt-1601-8,fic_1975_780112.txt-3849-5,3.0,3.0,2,0.0,0.0,0.0
lx-3-134,pin_vb,vvn,2,fic_1984_10714.txt-3436-9,news_1966_725756.txt-24-3,3.0,2.5,4,2.0,0.0,0.0
lx-3-135,player_nn,nn2,1,fic_1833_7058.txt-508-44,nf_1833_747531.txt-2900-1,3.0,3.0,2,0.0,0.0,0.0
lx-3-136,player_nn,nn1,1,fic_1841_799.txt-1809-16,nf_1833_747531.txt-2900-1,3.0,3.0,2,0.0,0.0,0.0
lx-3-137,prop_nn,nn2,1,fic_1827_7269.txt-1407-29,nf_1852_771569.txt-1387-44,3.0,3.0,2,2.0,0.0556,0.1053
lx-3-138,prop_nn,nn2,1,mag_1860_506638.txt-138-42,nf_1832_758144.txt-2561-24,3.0,3.0,2,2.0,0.0,0.0
lx-3-139,quilt_nn,nn1@_jj@,1,fic_1823_7241.txt-198-31,fic_1849_7192.txt-1259-17,3.0,3.0,2,0.0,0.0,0.0
lx-3-140,quilt_nn,nn1,2,fic_1980_10661.txt-1624-16,fic_1992_53593.txt-135-10,3.0,3.333,3,1.0,0.0,0.0
lx-3-141,rally_nn,nn1_vv0,1,mag_1832_564427.txt-155-37,mag_1852_526185.txt-103-45,3.0,3.0,2,0.0,0.0,0.0
lx-3-142,record_nn,nn1,1,nf_1826_747833.txt-780-2,nf_1856_769137.txt-638-6,3.0,2.75,4,3.0,0.0,0.0
lx-3-143,risk_nn,nn1,1,fic_1852_2477.txt-2210-8,mag_1831_554100.txt-86-51,3.0,3.0,2,2.0,0.0,0.0
lx-3-144,stab_nn,nn1@_vvg,1,fic_1846_4462.txt-3486-16,fic_1852_69.txt-7613-20,3.0,3.0,2,0.0,0.0,0.0
lx-3-145,stroke_vb,vv0_nn1,1,fic_1834_2652.txt-1829-8,fic_1858_9231.txt-4046-3,3.0,3.0,2,0.0,0.0,0.0
lx-3-146,tip_vb,vv0,1,fic_1823_7214.txt-408-11,fic_1849_7006.txt-1314-10,3.0,3.0,2,0.0,0.1034,0.1875
lx-3-147,tip_vb,vv0,1,fic_1833_7239.txt-2507-11,fic_1855_9098.txt-10113-10,3.0,3.0,2,0.0,0.0,0.0
lx-3-148,twist_nn,nn1_vv0,1,fic_1810_8694.txt-1521-11,fic_1834_7047.txt-1489-39,3.0,3.0,2,2.0,0.0,0.0
lx-3-149,word_nn,nn1,1,fic_1844_7187.txt-1166-1,nf_1833_747716.txt-636-11,3.0,3.0,3,2.0,0.0,0.0
lx-4-150,bit_nn,nn1,2,fic_2007_33609.txt-17-5,news_1987_668817.txt-35-9,3.5,3.5,2,1.0,0.0625,0.1176
lx-4-151,chairman_nn,nn1,2,mag_2000_413105.txt-45-4,nf_1987_773764.txt-30-15,3.5,3.5,2,1.0,0.0,0.0
lx-4-152,chef_nn,nn1,2,fic_2005_50340.txt-357-17,nf_1991_774072.txt-1191-11,3.5,3.5,2,1.0,0.0,0.0
lx-4-153,face_nn,nn1,2,fic_1971_782006.txt-553-8,fic_1999_44469.txt-416-0,3.5,3.5,2,1.0,0.0,0.0
lx-4-154,grain_nn,nn1,1,fic_1848_8541.txt-1342-63,mag_1839_554700.txt-188-4,3.5,3.5,2,1.0,0.0,0.0
lx-4-155,heel_nn,nn1,1,fic_1854_2820.txt-648-7,fic_1860_9188.txt-1406-18,3.5,3.5,2,1.0,0.0,0.0
lx-4-156,lane_nn,nn1,1,fic_1849_583.txt-1636-22,fic_1859_9037.txt-623-77,3.5,3.5,2,1.0,0.025,0.0488
lx-4-157,maxim_nn,nn2,1,mag_1829_553970.txt-221-5,nf_1841_747644.txt-1130-35,3.5,3.5,2,1.0,0.0,0.0
lx-4-158,ounce_nn,nnu2,2,news_1988_670746.txt-75-16,nf_1962_774336.txt-1897-2,3.5,3.5,2,1.0,0.0,0.0
lx-4-159,part_nn,nn1,2,fic_2006_27852.txt-301-18,news_1991_654815.txt-110-6,3.5,3.5,4,1.0,0.0,0.0
lx-4-160,plane_nn,nn1,1,mag_1829_553985.txt-220-31,nf_1827_748059.txt-1356-35,3.5,3.5,2,1.0,0.0,0.0
lx-4-161,plane_nn,nn2,1,nf_1836_748113.txt-1705-2,nf_1836_748113.txt-1789-54,3.5,3.5,2,1.0,0.125,0.2222
lx-4-162,relationship_nn,nn1,1,fic_1830_7238.txt-3382-1,mag_1834_554246.txt-77-61,3.5,3.5,2,1.0,0.0263,0.0513
lx-4-163,stroke_vb,vvi,1,fic_1828_8204.txt-680-10,fic_1856_9797.txt-4198-12,3.5,3.5,2,1.0,0.0,0.0
lx-4-164,stroke_vb,vvz,2,fic_1997_54633.txt-176-84,mag_1998_401996.txt-70-1,3.5,3.5,2,1.0,0.0,0.0
lx-4-165,thump_nn,nn1,1,fic_1811_8637.txt-501-3,fic_1843_7208.txt-4449-45,3.5,3.5,2,1.0,0.0208,0.0408
lx-4-166,thump_nn,nn1@,1,fic_1845_7170.txt-7510-7,fic_1847_2352.txt-2257-5,3.5,3.5,2,1.0,0.0,0.0
lx-4-167,afternoon_nn,nnt1,1,fic_1844_7148.txt-178-16,mag_1855_556005.txt-194-2,4.0,4.0,2,0.0,0.0,0.0
lx-4-168,afternoon_nn,nnt1,1,fic_1854_5388.txt-1142-35,fic_1855_2965.txt-1882-18,4.0,4.0,2,0.0,0.0392,0.0755
lx-4-169,attack_nn,nn1,1,fic_1844_3928.txt-3498-7,fic_1856_2470.txt-7252-13,4.0,4.0,2,0.0,0.0,0.0
lx-4-170,chairman_nn,nn1,2,mag_1971_490712.txt-62-15,news_2000_633263.txt-34-4,4.0,3.667,3,1.0,0.0286,0.0556
lx-4-171,chef_nn,nn1,2,mag_1986_432289.txt-29-3,nf_1977_774125.txt-1297-15,4.0,4.0,2,0.0,0.0,0.0
lx-4-172,chef_nn,nn1,2,mag_2004_410917.txt-95-12,nf_1977_774125.txt-1297-15,4.0,4.0,3,0.0,0.0,0.0
lx-4-173,edge_nn,nn1,2,fic_1995_53078.txt-343-9,nf_2005_775709.txt-39-19,4.0,4.0,2,0.0,0.0769,0.1429
lx-4-174,face_nn,nn1,2,fic_1963_10432.txt-7956-2,fic_1982_16205.txt-3401-19,4.0,4.0,2,0.0,0.0,0.0
lx-4-175,graft_nn,nn1,1,nf_1839_747931.txt-304-51,nf_1845_747928.txt-634-11,4.0,4.0,2,0.0,0.0,0.0
lx-4-176,grain_nn,nn1,2,mag_1977_431927.txt-118-16,nf_1961_774087.txt-630-5,4.0,4.0,2,0.0,0.0909,0.1667
lx-4-177,grain_nn,nn1,2,nf_1961_774087.txt-215-10,nf_1961_774087.txt-630-5,4.0,3.667,3,1.0,0.0,0.0
lx-4-178,heel_nn,nn2,1,fic_1824_7278.txt-1568-20,fic_1856_7698.txt-529-9,4.0,4.0,2,0.0,0.0,0.0
lx-4-179,heel_nn,nn1,2,fic_1980_780027.txt-895-24,fic_2008_36192.txt-52-7,4.0,4.0,2,0.0,0.0556,0.1053
lx-4-180,include_vb,vvd,2,mag_1961_477867.txt-225-15,nf_2002_746523.txt-238-19,4.0,4.0,2,0.0,0.0,0.0
lx-4-181,land_nn,nn2,1,mag_1830_554083.txt-510-65,nf_1833_747716.txt-366-18,4.0,4.0,2,0.0,0.0244,0.0476
lx-4-182,lane_nn,nn2,1,fic_1847_7190.txt-1076-33,fic_1848_7193.txt-9529-5,4.0,4.0,2,0.0,0.0,0.0
lx-4-183,multitude_nn,nn1,2,news_1997_611585.txt-28-4,nf_1985_773592.txt-581-18,4.0,4.0,2,0.0,0.0,0.0
lx-4-184,ounce_nn,nnu2,1,mag_1845_565473.txt-197-43,nf_1830_754783.txt-198-7,4.0,4.0,2,0.0,0.0,0.0
lx-4-185,part_nn,nn2,1,fic_1856_2655.txt-2377-33,nf_1857_755095.txt-581-3,4.0,4.0,2,0.0,0.0,0.0
